新聞,#genre#
Muse木棉花-TW,https://www.youtube.com/watch?v=naT_bsmkJ8U
浠Mizuki Channel,https://www.youtube.com/watch?v=qLuMBFykv3Y
中視新聞 HD直播頻道｜Taiwan CTV news HD Live,https://www.youtube.com/watch?v=TCnaIE_SAtM
Pekora Ch. 兎田ぺこら,https://www.youtube.com/watch?v=rHpuiRs_lkA
Muse木棉花-闔家歡,https://www.youtube.com/watch?v=2FJcu6qsM2k
Cafe Music BGM channel,https://www.youtube.com/watch?v=tjMTK33Zzfg
小葵 XiaoKui,https://www.youtube.com/watch?v=Kf2wKeew3Mk
歷史哥HistoryBro,https://www.youtube.com/watch?v=wE6p8Y5X_i0
Sweet Melody 甜美的旋律,https://www.youtube.com/watch?v=7W13ClyX_qw
三立iNEWS,https://www.youtube.com/watch?v=CKjSm5ZeehE
莎皮塞維爾,https://www.youtube.com/watch?v=JclNFVBmM4o
BANGTANTV,https://www.youtube.com/watch?v=xHCjuxn2H9s
Timeless Music,https://www.youtube.com/watch?v=ZxluW--lZpk
少康戰情室,https://www.youtube.com/watch?v=3trg56SXXOk
飢餓遊戲Hunger Games,https://www.youtube.com/watch?v=3xe-R00ijC4
Muse木棉花-TW,https://www.youtube.com/watch?v=K0Uro9ZKFhk
The Good Life Radio x Sensual Musique,https://www.youtube.com/watch?v=36YnV9STBqc
寰宇新聞 頻道,https://www.youtube.com/watch?v=B7Zp3d6xXWw
WuWei無為,https://www.youtube.com/watch?v=XyqnV3Kmeuk
民視戲劇館 Formosa TV Dramas,https://www.youtube.com/watch?v=bn7glmBPmIQ
Joy Music - Jazz Taiwan,https://www.youtube.com/watch?v=hgdGU14uD6s
57東森財經新聞,https://www.youtube.com/watch?v=WHEPzbFA3hw
ESL Dota 2,https://www.youtube.com/watch?v=p9jjvEbYgoc
民視戲劇館 Formosa TV Dramas,https://www.youtube.com/watch?v=298QROP4xe0
Tim Janis,https://www.youtube.com/watch?v=dXIyMS61B68
路德社LUDE Media,https://www.youtube.com/watch?v=YHu7LjIOHc8
Matchroom Pool,https://www.youtube.com/watch?v=OxbTNVz8ZBk
華視綜藝頻道,https://www.youtube.com/watch?v=4ibVzDIr99I
KKBOX 2023新歌 & 排行榜歌曲,https://www.youtube.com/watch?v=kePCPabvQRo
華視新聞 CH52,https://www.youtube.com/watch?v=wM0g8EoUZ_E
添財,https://www.youtube.com/watch?v=h3E6gMCNt28
東森娛樂,https://www.youtube.com/watch?v=OQdX93g8Wos
Sweet Melody 甜美的旋律,https://www.youtube.com/watch?v=xEEC_W-fiWs
三立iNEWS,https://www.youtube.com/watch?v=jHEO2_FZmVI
PFY玩給你看,https://www.youtube.com/watch?v=FsPL5EoC51I
命運好好玩 官方頻道,https://www.youtube.com/watch?v=QgyWUXBAkEk
Lofi Girl,https://www.youtube.com/watch?v=rUxyKA_-grg
中天深喉嚨,https://www.youtube.com/watch?v=WPfPjbOLNfE
公視台語台,https://www.youtube.com/watch?v=6KlRR_DGhmI
愛爾達影劇台,https://www.youtube.com/watch?v=0dchv4MPOWA
Abao in Tokyo,https://www.youtube.com/watch?v=6D2p1UYM1Yw
觀點,https://www.youtube.com/watch?v=KCUpP_txKL8
浠Mizuki Channel,https://www.youtube.com/watch?v=hn-CxClNzOw
三立華劇 SET Drama,https://www.youtube.com/watch?v=HRwAMooYM3w
輕鬆的音樂 - Soothing Music,https://www.youtube.com/watch?v=QcLOoj2P-8s
中天電視,https://www.youtube.com/watch?v=Arq6e0HY-u8
Men's Game 玩物誌,https://www.youtube.com/watch?v=SQjGvomaFNE
民視戲劇館 Formosa TV Dramas,https://www.youtube.com/watch?v=1kzVPwTeKds
KANG DEDI MULYADI CHANNEL,https://www.youtube.com/watch?v=cb75kT2H-Oc
57東森財經新聞,https://www.youtube.com/watch?v=LbS-xQ67fos
PUBG: BATTLEGROUNDS VIETNAM,https://www.youtube.com/watch?v=RUCXkDKoOzI
大愛電視 Tzu Chi DaAiVideo,https://www.youtube.com/watch?v=oV_i3Hsl_zg
Cafe Music BGM channel,https://www.youtube.com/watch?v=Dx5qFachd3A
鬼鬼,https://www.youtube.com/watch?v=QcVvoEJuzrM
阿卡貝拉CACA&BELLA,https://www.youtube.com/watch?v=2Qk2vrv6nrA
浠Mizuki Channel,https://www.youtube.com/watch?v=uiv79ygIhO4
三枝明那 / Saegusa Akina,https://www.youtube.com/watch?v=mfu869WFFS8
三立華劇 SET Drama,https://www.youtube.com/watch?v=Il3YPiaW24Q
Douyin song 2023,https://www.youtube.com/watch?v=cbEDpIU9B8w
笑波子,https://www.youtube.com/watch?v=evB-EhmTD1w
浠Mizuki Channel,https://www.youtube.com/watch?v=d8uW0J6o-30
On Rainy Days,https://www.youtube.com/watch?v=HnK2-4sDR8o
浠Mizuki Channel,https://www.youtube.com/watch?v=ZI1JCq0bdLY
Douyin song 2023,https://www.youtube.com/watch?v=YE0UUqojs-M
浠Mizuki Channel,https://www.youtube.com/watch?v=Xw_V_nWXaLI
Relaxing Jazz BGM,https://www.youtube.com/watch?v=_60qPyGskMk
三立華劇 SET Drama,https://www.youtube.com/watch?v=XAZOVusFgLM
Douyin Song,https://www.youtube.com/watch?v=LyifUWSxueo
中視經典綜藝,https://www.youtube.com/watch?v=ADDSmXoPDY8
浠Mizuki Channel,https://www.youtube.com/watch?v=IOqK7q4Gm-w
華視戲劇頻道,https://www.youtube.com/watch?v=GzV4TogUw-Y
ABS-CBN Entertainment,https://www.youtube.com/watch?v=Kgk-Qrb4PZ0
GTV DRAMA 八大劇樂部,https://www.youtube.com/watch?v=lz7WqYKTpo4
民視綜藝娛樂 Formosa TV Entertainments,https://www.youtube.com/watch?v=-umMre7uZ90
愛爾達綜合台,https://www.youtube.com/watch?v=yh3ZLBl7kt0
8號電影院 -  HK Movie,https://www.youtube.com/watch?v=m1prwPiffpo
Torako Ch. 大合虎子,https://www.youtube.com/watch?v=qqDVl1ffrYY


少兒,#genre#
Dr. Panda TotoTime – Official Channel,https://www.youtube.com/watch?v=ugwCMhvWgrg
Peppa Pig Español Latino - Canal Oficial,https://www.youtube.com/watch?v=hl_nACnH42w
Peppa Pig Deutsch - Offizieller Kanal,https://www.youtube.com/watch?v=K1l0rbRdEdQ
Purrple Cat,https://www.youtube.com/watch?v=bJUO1WnjXQY
Nemo's Dreamscapes,https://www.youtube.com/watch?v=2JJi-NhExzs
Strawberry Shortcake - WildBrain,https://www.youtube.com/watch?v=oYCXglAyNq0
Disney Junior,https://www.youtube.com/watch?v=d8X_G4NyMbk
Blippi Toys,https://www.youtube.com/watch?v=VcgF7mKz1ts
Dave and Ava - Nursery Rhymes and Baby Songs,https://www.youtube.com/watch?v=QtXuawlIc3s
Hop Hop the Owl,https://www.youtube.com/watch?v=Cp_gwpEuEfo
Songs for Kids,https://www.youtube.com/watch?v=sRU--zU90T8
Muse木棉花-TW,https://www.youtube.com/watch?v=naT_bsmkJ8U
Muse木棉花-闔家歡,https://www.youtube.com/watch?v=UK81GCw1KE8
Disney Junior,https://www.youtube.com/watch?v=Dkkp4KfdGPY
Antiks Cartoons,https://www.youtube.com/watch?v=aJHqXIVdjSM
Hop Hop the Owl,https://www.youtube.com/watch?v=jfZdC-7ZfSY
PBS KIDS,https://www.youtube.com/watch?v=AjWJtJ1uinU
PBS KIDS,https://www.youtube.com/watch?v=M2uGbB6chP0
Disney Junior,https://www.youtube.com/watch?v=LMj-ClGOg-E
Cartoon Network,https://www.youtube.com/watch?v=hj0YykikOkM
Paw Patrol en Español,https://www.youtube.com/watch?v=GBbTfDsGD80
Disney XD,https://www.youtube.com/watch?v=8n61UG708S4
Konuşan Tom ve Arkadaşları Türkiye,https://www.youtube.com/watch?v=WTpnip5_-3E
Hexon TV,https://www.youtube.com/watch?v=C_CvXK1NGL4
Antiks Cartoons,https://www.youtube.com/watch?v=P4yDmthprlk
Disney Junior,https://www.youtube.com/watch?v=OrM6wUdP6Mo
Sesame Street,https://www.youtube.com/watch?v=Xew9ypTLRGs
Numberblocks,https://www.youtube.com/watch?v=3OUBBfXOFKs
DC Kids,https://www.youtube.com/watch?v=wwOWJkOTYPc
Super JoJo - Playtime with Friends,https://www.youtube.com/watch?v=2d6XDuo3DmU
Disney Channel,https://www.youtube.com/watch?v=AR1LpQAgFks
Chotoonz TV - Funny Cartoons for Kids,https://www.youtube.com/watch?v=h9caTYacnYg
PAW Patrol Official & Friends,https://www.youtube.com/watch?v=4Fwmc1iggCE
Oddbods - Official Channel,https://www.youtube.com/watch?v=TLtS0RegEA0
Doctor Mac Wheelie,https://www.youtube.com/watch?v=Yjvm-rGSWqM
PAW Patrol Official & Friends,https://www.youtube.com/watch?v=1sBwz7UhMks
Cocomelon - Nursery Rhymes,https://www.youtube.com/watch?v=HrHzU7rJlCE
Nickelodeon Cartoon Universe,https://www.youtube.com/watch?v=WGgQinU6sSk
Satisfying Candy EX,https://www.youtube.com/watch?v=Lo4Ebvji6xE
Peacock jr,https://www.youtube.com/watch?v=4CPxJKYIlKY
Super JoJo - Playtime with Friends,https://www.youtube.com/watch?v=0BTIAN0PpU0
PJ Masks Official,https://www.youtube.com/watch?v=koGuDM8i6VM
PAW Patrol Official & Friends,https://www.youtube.com/watch?v=cDjVcJlzuVg
POCOYO in ENGLISH full episodes - Official Channel,https://www.youtube.com/watch?v=Sn5vlURpq40
Curious George Official,https://www.youtube.com/watch?v=cmq8n_Je9OY
Booba – Cartoon for Kids,https://www.youtube.com/watch?v=0CP-XDX1t4w
PJ Masks Official,https://www.youtube.com/watch?v=K-5wBD17yIo
PAW Patrol Official & Friends,https://www.youtube.com/watch?v=I1cmw0R-efs
Kids Land,https://www.youtube.com/watch?v=LleZnDFL3vc
BAAM Superheroes,https://www.youtube.com/watch?v=d_-zDpQmeA0
Hexon TV,https://www.youtube.com/watch?v=OOCWEDB_fCA
Films in Real Life,https://www.youtube.com/watch?v=cLxd61HY-9s
Caillou - WildBrain,https://www.youtube.com/watch?v=7uKc6RA2HRA


娛樂,#genre#
THE K-POP,https://www.youtube.com/watch?v=F4aby5WN1Rw
親親2o音樂LîvË【中文音樂】,https://www.youtube.com/watch?v=wrYF0HX7Kzc
Mellowbeat Seeker,https://www.youtube.com/watch?v=IUT1qAhMY4w
N&T Party,https://www.youtube.com/watch?v=qWf-FPFmVw0
RazNitzanMusic,https://www.youtube.com/watch?v=WYetg3AuLE4
The Good Life Radio x Sensual Musique,https://www.youtube.com/watch?v=9UMxZofMNbA
BGM channel,https://www.youtube.com/watch?v=fEvM-OUbaKs
RazNitzanMusic,https://www.youtube.com/watch?v=DPXQG8S9Xwc
Cafe Music BGM channel,https://www.youtube.com/watch?v=Dx5qFachd3A
A State Of Trance,https://www.youtube.com/watch?v=5lMmnfVylEE
Cafe Music BGM channel,https://www.youtube.com/watch?v=SORD03t7nlo
Future House Radio,https://www.youtube.com/watch?v=GDQnA1LVCWA
NAGASWARA RADIOTEMEN,https://www.youtube.com/watch?v=Is03gZsBeq0
Cafe Music BGM channel,https://www.youtube.com/watch?v=6uddGul0oAc
Future House Radio,https://www.youtube.com/watch?v=Edk0TfK94pA
N&T Party,https://www.youtube.com/watch?v=I9Kn7uYT9Vs
THE 트롯 보라고,https://www.youtube.com/watch?v=_Opq8csRIJo
EarthCam,https://www.youtube.com/watch?v=1-iS7LArMPA
Nemo's Dreamscapes,https://www.youtube.com/watch?v=nR-Zen2s2Qw
Relax Time,https://www.youtube.com/watch?v=h0JKZWN4ZSM
Beautiful Melody,https://www.youtube.com/watch?v=hUGWLAFqYUc
DATA LIVE,https://www.youtube.com/watch?v=3dVI1qu_8BI
Radio Hits Music,https://www.youtube.com/watch?v=HQtFR3mhzOY
Relaxation Ambient Music,https://www.youtube.com/watch?v=E5WpblyBR38
中国乐器 - Traditional Chinese Music ,https://www.youtube.com/watch?v=dB2KZBsEBwM
Timeless Music,https://www.youtube.com/watch?v=ZxluW--lZpk
Coffee Relaxing Jazz,https://www.youtube.com/watch?v=Np_S-GAJbSM
TOKYO TONES,https://www.youtube.com/watch?v=Lcdi9O2XB4E
UPROXX Music,https://www.youtube.com/watch?v=05689ErDUdM
Peaceful Relaxation 4K,https://www.youtube.com/watch?v=7ZO1r1-QgTE
Love YourSelf,https://www.youtube.com/watch?v=jKUAGpoFdjA
輕鬆的音樂 - Soothing Music,https://www.youtube.com/watch?v=YcMSZkPAqEI
Lucid Dream,https://www.youtube.com/watch?v=fFewFKCTTAs
TV Rerun Club by MGM,https://www.youtube.com/watch?v=Tk3S-Jcn6rs
Eternal Melodies,https://www.youtube.com/watch?v=c__Br1xUVK8
I Love You Venice,https://www.youtube.com/watch?v=2gO1v2GPMFk
英文歌曲合集,https://www.youtube.com/watch?v=7M94Arhx_3s
Explore Zen Den,https://www.youtube.com/watch?v=a0i1Kg6fROg
Relaxation Ambient Music,https://www.youtube.com/watch?v=tNkZsRW7h2c
Open Heart Music - Helios 4K,https://www.youtube.com/watch?v=_kS5Lydfo1E
Relax Gently,https://www.youtube.com/watch?v=UNBd-hCWXRk
Sweet Dream,https://www.youtube.com/watch?v=eVNuJfvQx8s
Nature Relax 4K,https://www.youtube.com/watch?v=RBh1ePyNCoo
Love YourSelf,https://www.youtube.com/watch?v=xdckqJD4Bhk
Music Flash Back,https://www.youtube.com/watch?v=55KA0wxZjjs
EDM Club,https://www.youtube.com/watch?v=oVu-aAMV9c8
中国乐器 - Traditional Chinese Music ,https://www.youtube.com/watch?v=eMTKZcHvctE
Deep Mood Radio.,https://www.youtube.com/watch?v=AU2DnqYYXL4
Viscenfil,https://www.youtube.com/watch?v=CGRpBjNSIvI
Lofi Girl,https://www.youtube.com/watch?v=jfKfPfyJRdk
英文歌曲合集,https://www.youtube.com/watch?v=MRpr-GRojzc
Healing Soul,https://www.youtube.com/watch?v=iyIxRIWl5SI
StreamTime Live,https://www.youtube.com/watch?v=uaUBq5UEpvo
華視綜藝頻道,https://www.youtube.com/watch?v=QpIGGbedIHg
Best of Mix,https://www.youtube.com/watch?v=C9qudJOsgnE
Dream Música,https://www.youtube.com/watch?v=rkPCR6Ujtak
Relaxing Nature In 4K,https://www.youtube.com/watch?v=a9LmHL0pWw8
Summer Music Deep,https://www.youtube.com/watch?v=RbJg7YLqJk8
Best for Cats,https://www.youtube.com/watch?v=hmOUpDF4we4
Starry Sky,https://www.youtube.com/watch?v=tAuXNZ5TSlA
Sleepy Dogs,https://www.youtube.com/watch?v=BZcu8MK_jfo
Soothing Relaxation,https://www.youtube.com/watch?v=2OM7adQl-YQ
OCB Relax Music,https://www.youtube.com/watch?v=l6J0ylYTO4s
Summer Music Deep,https://www.youtube.com/watch?v=Ze8_TuDUli0
Turkuvaz Radyolar,https://www.youtube.com/watch?v=EBazgvZy-Xk
BGM channel,https://www.youtube.com/watch?v=gzxFyqJfUeo
JTBC Drama,https://www.youtube.com/watch?v=GjZaKt3TcKI
hitfm,https://www.youtube.com/watch?v=bMDL8JOzmF4
Sleepy Cats,https://www.youtube.com/watch?v=OWTh2nbOYLk
The Real Samui Webcam,https://www.youtube.com/watch?v=CxrpO6gy2xo
Monstercat Silk,https://www.youtube.com/watch?v=WsDyRAPFBC8
Anjunadeep,https://www.youtube.com/watch?v=D4MdHQOILdw
Quiet Relaxation Music,https://www.youtube.com/watch?v=QcBT3PG1kE8
Soft Calm Music,https://www.youtube.com/watch?v=tJ_ODGkvyEE
Soothing Music,https://www.youtube.com/watch?v=ROdgUPNjQ1A
MTV,https://www.youtube.com/watch?v=XvvDkG3NKyU


英語學習,#genre#
ABC Learning English,https://www.youtube.com/watch?v=vuTY4FDAbpA
ABC Learning English,https://www.youtube.com/watch?v=F8gbJUXaeo0
ABC Learning English,https://www.youtube.com/watch?v=0_A9J3q3SrE
ABC Learning English,https://www.youtube.com/watch?v=I7x4d732hkQ
ABC Learning English,https://www.youtube.com/watch?v=8DWtZBXxPu0
Learn French with FrenchPod101.com,https://www.youtube.com/watch?v=6PZ43QROrVs
Learn English with EnglishClass101.com,https://www.youtube.com/watch?v=1zY0pukeTSw
Learn Japanese with JapanesePod101.com,https://www.youtube.com/watch?v=r4IIGxAcRpg
Learn Chinese with ChineseClass101.com,https://www.youtube.com/watch?v=i2EkSUPqGMo
Learn English with EnglishClass101.com,https://www.youtube.com/watch?v=UaOLcufke9A
Learn Spanish with SpanishPod101.com,https://www.youtube.com/watch?v=9fLGKC9HTZE
Learn Italian with ItalianPod101.com,https://www.youtube.com/watch?v=Kjkpz6peoJU
Learn English with EnglishClass101.com,https://www.youtube.com/watch?v=6JP9akIOw-0
Learn Filipino with FilipinoPod101.com,https://www.youtube.com/watch?v=xOIwYe0_pwg
Learn Norwegian with NorwegianClass101.com,https://www.youtube.com/watch?v=xGCMm6nSnPk
English TV,https://www.youtube.com/watch?v=1oDlhTvRSGQ
ABC Learning English,https://www.youtube.com/watch?v=06bk6jovtUU
ABC Learning English,https://www.youtube.com/watch?v=X9vXz2jWXsM
English Speeches,https://www.youtube.com/watch?v=72-ARzL_ljs
English TV,https://www.youtube.com/watch?v=iERPIqNfebY
English Speeches,https://www.youtube.com/watch?v=Wgjkapu45AA
English Speeches,https://www.youtube.com/watch?v=Vg_2-3kg6gI
Learn Korean with KoreanClass101.com,https://www.youtube.com/watch?v=0RJ2aIuwVFo
English TV,https://www.youtube.com/watch?v=kE5SM6puYW8
Learn Chinese with ChineseClass101.com,https://www.youtube.com/watch?v=xISASE8uezM
Learn Russian with RussianPod101.com,https://www.youtube.com/watch?v=XIsufn9WOUk
Learn Russian with RussianPod101.com,https://www.youtube.com/watch?v=hWSESmEMstg
Learn Russian with RussianPod101.com,https://www.youtube.com/watch?v=5QRm0zE3s1M
Learn Japanese with JapanesePod101.com,https://www.youtube.com/watch?v=XXu3j6DafKQ
Learn German with GermanPod101.com,https://www.youtube.com/watch?v=6k8rq9VIciw
Learn Korean with KoreanClass101.com,https://www.youtube.com/watch?v=gr2Psjmfj_s
Oxford Online English,https://www.youtube.com/watch?v=vv2X-PAd5iM


街景,#genre#
新宿 大ガード交差点 Tokyo Shinjuku Live Ch,https://www.youtube.com/watch?v=RQA5RcIZlAM
I Love You Venice,https://www.youtube.com/watch?v=HpZAez2oYsA
Techandtrains101,https://www.youtube.com/watch?v=2g-0sA13Sp8
Rotterdam Make It Happen Live.,https://www.youtube.com/watch?v=gsViKzj7nuQ
St. George Tower,https://www.youtube.com/watch?v=KGuCGd726RA
NASA,https://www.youtube.com/watch?v=21X5lGlDOfg
See Jackson Hole,https://www.youtube.com/watch?v=1EiC9bvVGnk
Japan Live,https://www.youtube.com/watch?v=rmphSAZRuAw
桃園智慧旅遊雲 Taoyuan Travel,https://www.youtube.com/watch?v=z_mlibCfgFI
Information Zulu,https://www.youtube.com/watch?v=t0GrpAgdBFI
I Love You Venice,https://www.youtube.com/watch?v=8KGXSjtS5pk
You See Live Webcam Streaming,https://www.youtube.com/watch?v=ulBLMx5Iokc
I Love You Venice,https://www.youtube.com/watch?v=eE6VVJ3hvv8
淡路ザル,https://www.youtube.com/watch?v=lsxYH2XQQCg
The Good Life Radio x Sensual Musique,https://www.youtube.com/watch?v=36YnV9STBqc
Umbria Webcam,https://www.youtube.com/watch?v=50kkmEoTMcY
桃園智慧旅遊雲 Taoyuan Travel,https://www.youtube.com/watch?v=1OTZ9rjFv78
NASA,https://www.youtube.com/watch?v=nA9UZF-SZoQ
Taipei Travel Live Cam  台北觀光即時影像 ,https://www.youtube.com/watch?v=z_fY1pj1VBw
I Love You Venice,https://www.youtube.com/watch?v=rVyP35EHCzY
Norway Live,https://www.youtube.com/watch?v=A86RXuRNjk4
Umbria Webcam,https://www.youtube.com/watch?v=PfBPe5Jfzxo
DELTATECH Calgary,https://www.youtube.com/watch?v=xsRDTfuksyI
I Love You Venice,https://www.youtube.com/watch?v=K_Vg94nBiaY
Joensuu live,https://www.youtube.com/watch?v=yA4aFD0AjDs
St. George Tower,https://www.youtube.com/watch?v=Vj0XKu6AoOw
交通部觀光局阿里山國家風景區管理處,https://www.youtube.com/watch?v=dY2cRNr5Buw
AE Signage,https://www.youtube.com/watch?v=4qyZLflp-sI
Paesaggi Digitali,https://www.youtube.com/watch?v=QpqsJKI0Wfk
Oxford Martin School,https://www.youtube.com/watch?v=St7aTfoIdYQ
Taitung Amazing,https://www.youtube.com/watch?v=UCG1aXVO8H8
See Transylvania,https://www.youtube.com/watch?v=G05wmWFDtSo
Lillestrøm kommune,https://www.youtube.com/watch?v=XGgnP29GFhw
I Love You Venice,https://www.youtube.com/watch?v=ph1vpnYIxJk
NASASpaceflight,https://www.youtube.com/watch?v=gnt2wZBg89g
Nature Relaxation Music,https://www.youtube.com/watch?v=rw7bxTqkYYs
Port of Helsinki,https://www.youtube.com/watch?v=CvOB-Is_yYU
I Love You Venice,https://www.youtube.com/watch?v=JqUREqYduHw
Tokyo Skyline,https://www.youtube.com/watch?v=8i9ltzhq80s
ervnsa,https://www.youtube.com/watch?v=KkDSzZcqQTQ
Space Videos,https://www.youtube.com/watch?v=86YLFOog4GM
NASASpaceflight,https://www.youtube.com/watch?v=mhJRzQsLZGg
高雄旅遊網,https://www.youtube.com/watch?v=dCycHSYZBmg
高雄旅遊網,https://www.youtube.com/watch?v=C03Itx8iSC0
Virtual Railfan,https://www.youtube.com/watch?v=BahXDYWQAKk
KawazuLiveCam,https://www.youtube.com/watch?v=Xn7YQxxC5R0
Umbria Webcam,https://www.youtube.com/watch?v=CkNeltsc5ps
歌舞伎町 ライブ ちゃんねる『 Kabukicho Live Channel 』,https://www.youtube.com/watch?v=DjdUEyjx8GM
Mobotix Webcams Russia,https://www.youtube.com/watch?v=rG13FY2ytno
MARUNUMA,https://www.youtube.com/watch?v=DSEesr7uFh8
NamibiaCam,https://www.youtube.com/watch?v=ydYDqZQpim8
Daily Seoul Live Camera - Hangang,https://www.youtube.com/watch?v=-JhoMGoAfFc
樂遊金門,https://www.youtube.com/watch?v=uh_yNAE01w8
Relax Time,https://www.youtube.com/watch?v=dtpHyN3e5Og
Taitung Amazing,https://www.youtube.com/watch?v=WA7GEXVGAP0
新北旅客 New Taipei Tour,https://www.youtube.com/watch?v=xwAWSh35uuw
東部海岸國家風景管理處,https://www.youtube.com/watch?v=wTHhv7M0vCI
Taxi Crew,https://www.youtube.com/watch?v=ZHWkM6aab0I
Mobotix Webcams Russia,https://www.youtube.com/watch?v=yT1gCRVV3Ow
交通部觀光局阿里山國家風景區管理處,https://www.youtube.com/watch?v=j2L_559nCjc
Önkormányzat EGER,https://www.youtube.com/watch?v=IELAhyaUKVk
ООО Связь Усть-Кут,https://www.youtube.com/watch?v=ZiQqO2AzQXA
歌舞伎町 ライブ ちゃんねる 2『 Kabukicho Live Channel II 』,https://www.youtube.com/watch?v=gFRtAAmiFbE
neoguru,https://www.youtube.com/watch?v=czV_hXEMk8M
桃園智慧旅遊雲 Taoyuan Travel,https://www.youtube.com/watch?v=tD_a03trUvE
Taitung Amazing,https://www.youtube.com/watch?v=q3KJt-SZc2s
青梅市観光協会,https://www.youtube.com/watch?v=rmg76eNHBVQ
ktnpworld,https://www.youtube.com/watch?v=EfJ-6N9P4tw
ktnpworld,https://www.youtube.com/watch?v=Y9kOU1xFio8
宗教法人 浅草寺 公式チャンネル (Sensoji Temple),https://www.youtube.com/watch?v=nOk4cd0kkp8
JAPAN 4K,https://www.youtube.com/watch?v=cH7VBI4QQzA
Japan Walk,https://www.youtube.com/watch?v=gC4dJGHWwDU
STV札幌テレビ放送 公式,https://www.youtube.com/watch?v=bQMP7-GzdIQ
ООО Связь Усть-Кут,https://www.youtube.com/watch?v=En_3pkxIJRM
Cal Falcons,https://www.youtube.com/watch?v=7nvCVS2TRRk
Virtual Railfan,https://www.youtube.com/watch?v=dPTuEesIzWM
Melbourne Luxury Accommodation,https://www.youtube.com/watch?v=l_8DrACHpwY
Railcam Finland,https://www.youtube.com/watch?v=1moyAaSVsoE
ABC13 Houston,https://www.youtube.com/watch?v=fix2LD9onS0
TeNY新潟一番ニュース,https://www.youtube.com/watch?v=IQms8zArI7w
Sydney Live Camera,https://www.youtube.com/watch?v=sWWCy2WCjRA
PTZtv,https://www.youtube.com/watch?v=-UhpUv9dewc
The Real Samui Webcam,https://www.youtube.com/watch?v=bkDa8cCrjRs
FourSeasons BuenosAires,https://www.youtube.com/watch?v=if91GyWP3zQ
See Transylvania,https://www.youtube.com/watch?v=8hgQsI1CfsY
Sydney Live Camera,https://www.youtube.com/watch?v=KPrrWB1eo1I
Chamberlin Nature,https://www.youtube.com/watch?v=mLhR80JlLY8
earthTV,https://www.youtube.com/watch?v=b-PyEswUenE
Chamberlin Nature,https://www.youtube.com/watch?v=EgIZ7abXpUE
earthTV,https://www.youtube.com/watch?v=CTOLpSIiTzA
Taipei Travel Live Cam  台北觀光即時影像 ,https://www.youtube.com/watch?v=Ndo_8RuefH4
Our Planet 4K,https://www.youtube.com/watch?v=h-mRJ7XwOKQ
Taipei Travel Live Cam  台北觀光即時影像 ,https://www.youtube.com/watch?v=fP4ecxfsJos
Explore Africa,https://www.youtube.com/watch?v=DsNtwGJXTTs
Rambalac,https://www.youtube.com/watch?v=i-PeirRr8bI
Mittarfeqarfiit,https://www.youtube.com/watch?v=IZhDwv4dz0g
StreamTime Live,https://www.youtube.com/watch?v=S26YOMAD290
Relaxing Nature 4K,https://www.youtube.com/watch?v=eQWq6pysYfI
afarTV,https://www.youtube.com/watch?v=4_OT4xFrjmM
LIVE Trains,https://www.youtube.com/watch?v=gpSR9c0p6lI


廣告,#genre#
momo購物一台 CH48,https://www.youtube.com/watch?v=_pZQ1Lk0xMA
momo購物二台 CH35,https://www.youtube.com/watch?v=xbNWkUyxQGM
ViVa TV美好家庭購物,https://www.youtube.com/watch?v=LEOat38Iuao
Live東森購物台,https://www.youtube.com/watch?v=ViJ3XiN6Q3M
Live東森購物台,https://www.youtube.com/watch?v=Z50JFuNgvB0
ViVa TV美好家庭購物,https://www.youtube.com/watch?v=yuhgIlXwPh8
Live東森購物台,https://www.youtube.com/watch?v=u0NYyH3ZesE
Live東森購物台,https://www.youtube.com/watch?v=_Vlzn9qAHD4
HSNtv,https://www.youtube.com/watch?v=1ph8qQnjXts
QVCtv,https://www.youtube.com/watch?v=UqFzfqlb60g
QVCtv,https://www.youtube.com/watch?v=fAeq61gxu00
QVC Deutschland,https://www.youtube.com/watch?v=j1951uZrFC8
QVCtv,https://www.youtube.com/watch?v=Qt2c93O1p_c
QVCtv,https://www.youtube.com/watch?v=_v_wMS-uACE
HSNtv,https://www.youtube.com/watch?v=q-BvtDrTnxc
QVC Japan 【公式】,https://www.youtube.com/watch?v=QI9UMSOBaQk
PEARL TV,https://www.youtube.com/watch?v=d-dpxzoYJ4A
FN Item Shop,https://www.youtube.com/watch?v=2Rf_UA4J1IY
ShopHQ,https://www.youtube.com/watch?v=fIS9B_WRJYc
STEEZYASFUCK,https://www.youtube.com/watch?v=e3L1PIY1pN8
TJC Style,https://www.youtube.com/watch?v=uSNBz7tybKw
Shop LC,https://www.youtube.com/watch?v=hOMzP6l0J0I
Телеканал Shop&Show,https://www.youtube.com/watch?v=By961oA4ejE
Gem Shopping Network,https://www.youtube.com/watch?v=BRgCQWjOBQg
ShopHQ,https://www.youtube.com/watch?v=Tj1mn40KEbc


臨時直播,#genre#
民視戲劇館 Formosa TV Dramas,https://www.youtube.com/watch?v=bn7glmBPmIQ
民視戲劇館 Formosa TV Dramas,https://www.youtube.com/watch?v=298QROP4xe0
民視戲劇館 Formosa TV Dramas,https://www.youtube.com/watch?v=1kzVPwTeKds
中視經典綜藝,https://www.youtube.com/watch?v=ADDSmXoPDY8
iPanda,https://www.youtube.com/watch?v=MIA8AKVZ0Yk
Radio Hits Music,https://www.youtube.com/watch?v=uNd5kvrGHjk
